,Title,Domestic Sales (in $),International Sales (in $),World Sales (in $),Genre,Release Year
306,Three Men and a Baby ,167780960,167780960,167780960,drama,1987
306,Three Men and a Baby ,167780960,167780960,167780960,family,1987
307,Gone Girl ,167767189,201563174,369330363,drama,2014
307,Gone Girl ,167767189,201563174,369330363,mystery,2014
307,Gone Girl ,167767189,201563174,369330363,thriller,2014
308,Hotel Transylvania 3: Summer Vacation ,167510016,361073758,528583774,adventure,2018
308,Hotel Transylvania 3: Summer Vacation ,167510016,361073758,528583774,animation,2018
308,Hotel Transylvania 3: Summer Vacation ,167510016,361073758,528583774,comedy,2018
308,Hotel Transylvania 3: Summer Vacation ,167510016,361073758,528583774,family,2018
308,Hotel Transylvania 3: Summer Vacation ,167510016,361073758,528583774,fantasy,2018
308,Hotel Transylvania 3: Summer Vacation ,167510016,361073758,528583774,horror,2018
309,Casino Royale ,167445960,449056952,616502912,action,2006
309,Casino Royale ,167445960,449056952,616502912,adventure,2006
309,Casino Royale ,167445960,449056952,616502912,thriller,2006
310,Meet the Parents ,166244045,164200000,330444045,comedy,2000
310,Meet the Parents ,166244045,164200000,330444045,romance,2000
311,Fifty Shades of Grey ,166167230,403484237,569651467,drama,2015
311,Fifty Shades of Grey ,166167230,403484237,569651467,romance,2015
311,Fifty Shades of Grey ,166167230,403484237,569651467,thriller,2015
312,2012 ,166112167,625105659,791217826,action,2009
312,2012 ,166112167,625105659,791217826,adventure,2009
312,2012 ,166112167,625105659,791217826,scifi,2009
313,Robin Hood: Prince of Thieves ,165493908,225000000,390493908,action,1991
313,Robin Hood: Prince of Thieves ,165493908,225000000,390493908,adventure,1991
313,Robin Hood: Prince of Thieves ,165493908,225000000,390493908,drama,1991
313,Robin Hood: Prince of Thieves ,165493908,225000000,390493908,romance,1991
314,Knives Out ,165363234,146242347,311605581,comedy,2019
314,Knives Out ,165363234,146242347,311605581,crime,2019
314,Knives Out ,165363234,146242347,311605581,drama,2019
314,Knives Out ,165363234,146242347,311605581,mystery,2019
314,Knives Out ,165363234,146242347,311605581,thriller,2019
315,Kung Fu Panda 2 ,165249063,500443218,665692281,action,2011
315,Kung Fu Panda 2 ,165249063,500443218,665692281,adventure,2011
315,Kung Fu Panda 2 ,165249063,500443218,665692281,animation,2011
315,Kung Fu Panda 2 ,165249063,500443218,665692281,comedy,2011
315,Kung Fu Panda 2 ,165249063,500443218,665692281,family,2011
315,Kung Fu Panda 2 ,165249063,500443218,665692281,fantasy,2011
316,Hannibal ,165092268,186600000,351692268,crime,2001
316,Hannibal ,165092268,186600000,351692268,drama,2001
316,Hannibal ,165092268,186600000,351692268,thriller,2001
317,Eternals ,164819595,237027887,401847482,action,2021
317,Eternals ,164819595,237027887,401847482,adventure,2021
317,Eternals ,164819595,237027887,401847482,fantasy,2021
317,Eternals ,164819595,237027887,401847482,scifi,2021
318,Catch Me If You Can ,164615351,187498961,352114312,biography,2002
318,Catch Me If You Can ,164615351,187498961,352114312,crime,2002
318,Catch Me If You Can ,164615351,187498961,352114312,drama,2002
319,The Proposal ,163958031,153417000,317375031,comedy,2009
319,The Proposal ,163958031,153417000,317375031,drama,2009
319,The Proposal ,163958031,153417000,317375031,romance,2009
320,The Pursuit of Happyness ,163566459,143561166,307127625,biography,2006
320,The Pursuit of Happyness ,163566459,143561166,307127625,drama,2006
321,Big Daddy ,163479795,71322100,234801895,comedy,1999
321,Big Daddy ,163479795,71322100,234801895,drama,1999
322,Clash of the Titans ,163214888,330000105,493214993,action,2010
322,Clash of the Titans ,163214888,330000105,493214993,adventure,2010
322,Clash of the Titans ,163214888,330000105,493214993,fantasy,2010
323,The SpongeBob Movie: Sponge Out of Water ,162994032,162192000,325186032,adventure,2015
323,The SpongeBob Movie: Sponge Out of Water ,162994032,162192000,325186032,animation,2015
323,The SpongeBob Movie: Sponge Out of Water ,162994032,162192000,325186032,comedy,2015
323,The SpongeBob Movie: Sponge Out of Water ,162994032,162192000,325186032,family,2015
323,The SpongeBob Movie: Sponge Out of Water ,162994032,162192000,325186032,fantasy,2015
324,Batman Returns ,162902340,103990656,266892996,action,1992
324,Batman Returns ,162902340,103990656,266892996,crime,1992
324,Batman Returns ,162902340,103990656,266892996,fantasy,1992
325,Django Unchained ,162805434,263268939,426074373,drama,2012
325,Django Unchained ,162805434,263268939,426074373,western,2012
326,A Bug's Life ,162798565,200460294,363258859,adventure,1998
326,A Bug's Life ,162798565,200460294,363258859,animation,1998
326,A Bug's Life ,162798565,200460294,363258859,comedy,1998
326,A Bug's Life ,162798565,200460294,363258859,family,1998
326,A Bug's Life ,162798565,200460294,363258859,fantasy,1998
327,Jason Bourne ,162434410,253050504,415484914,action,2016
327,Jason Bourne ,162434410,253050504,415484914,thriller,2016
328,Grown Ups ,162001186,109456115,271457301,comedy,2010
329,The Waterboy ,161491646,24500000,185991646,comedy,1998
329,The Waterboy ,161491646,24500000,185991646,sport,1998
330,Ice Age: Continental Drift ,161321843,715922939,877244782,adventure,2012
330,Ice Age: Continental Drift ,161321843,715922939,877244782,animation,2012
330,Ice Age: Continental Drift ,161321843,715922939,877244782,comedy,2012
330,Ice Age: Continental Drift ,161321843,715922939,877244782,family,2012
331,Straight Outta Compton ,161197785,40437206,201634991,biography,2015
331,Straight Outta Compton ,161197785,40437206,201634991,drama,2015
331,Straight Outta Compton ,161197785,40437206,201634991,history,2015
331,Straight Outta Compton ,161197785,40437206,201634991,music,2015
332,Die Another Day ,160942139,271028977,431971116,action,2002
332,Die Another Day ,160942139,271028977,431971116,adventure,2002
332,Die Another Day ,160942139,271028977,431971116,thriller,2002
333,Shark Tale ,160861908,213721971,374583879,adventure,2004
333,Shark Tale ,160861908,213721971,374583879,animation,2004
333,Shark Tale ,160861908,213721971,374583879,comedy,2004
333,Shark Tale ,160861908,213721971,374583879,family,2004
333,Shark Tale ,160861908,213721971,374583879,thriller,2004
334,How to Train Your Dragon: The Hidden World ,160799505,363589578,524389083,action,2019
334,How to Train Your Dragon: The Hidden World ,160799505,363589578,524389083,adventure,2019
334,How to Train Your Dragon: The Hidden World ,160799505,363589578,524389083,animation,2019
334,How to Train Your Dragon: The Hidden World ,160799505,363589578,524389083,comedy,2019
334,How to Train Your Dragon: The Hidden World ,160799505,363589578,524389083,family,2019
334,How to Train Your Dragon: The Hidden World ,160799505,363589578,524389083,fantasy,2019
335,No Time to Die ,160772007,613262000,774034007,action,2021
335,No Time to Die ,160772007,613262000,774034007,adventure,2021
335,No Time to Die ,160772007,613262000,774034007,thriller,2021
336,A Quiet Place Part II ,160072261,137300000,297372261,drama,2020
336,A Quiet Place Part II ,160072261,137300000,297372261,horror,2020
336,A Quiet Place Part II ,160072261,137300000,297372261,scifi,2020
336,A Quiet Place Part II ,160072261,137300000,297372261,thriller,2020
337,The Heat ,159582188,70348583,229930771,action,2013
337,The Heat ,159582188,70348583,229930771,comedy,2013
337,The Heat ,159582188,70348583,229930771,crime,2013
338,Fantastic Beasts: The Crimes of Grindelwald ,159555901,495300000,654855901,adventure,2018
338,Fantastic Beasts: The Crimes of Grindelwald ,159555901,495300000,654855901,family,2018
338,Fantastic Beasts: The Crimes of Grindelwald ,159555901,495300000,654855901,fantasy,2018
339,Halloween ,159342015,96272926,255614941,crime,2018
339,Halloween ,159342015,96272926,255614941,horror,2018
339,Halloween ,159342015,96272926,255614941,thriller,2018
340,1917 ,159227644,225691745,384919389,action,2019
340,1917 ,159227644,225691745,384919389,drama,2019
340,1917 ,159227644,225691745,384919389,war,2019
341,The Secret Life of Pets 2 ,158874395,271176898,430051293,adventure,2019
341,The Secret Life of Pets 2 ,158874395,271176898,430051293,animation,2019
341,The Secret Life of Pets 2 ,158874395,271176898,430051293,comedy,2019
341,The Secret Life of Pets 2 ,158874395,271176898,430051293,family,2019
342,Star Trek Beyond ,158848340,184623476,343471816,action,2016
342,Star Trek Beyond ,158848340,184623476,343471816,adventure,2016
342,Star Trek Beyond ,158848340,184623476,343471816,scifi,2016
342,Star Trek Beyond ,158848340,184623476,343471816,thriller,2016
343,The Firm ,158348367,111900000,270248367,drama,1993
343,The Firm ,158348367,111900000,270248367,mystery,1993
343,The Firm ,158348367,111900000,270248367,thriller,1993
344,The Longest Yard ,158119460,33347096,191466556,comedy,2005
344,The Longest Yard ,158119460,33347096,191466556,crime,2005
344,The Longest Yard ,158119460,33347096,191466556,sport,2005
345,X-Men ,157299718,139039810,296339528,action,2000
345,X-Men ,157299718,139039810,296339528,adventure,2000
345,X-Men ,157299718,139039810,296339528,scifi,2000
346,Scary Movie ,157019771,121000000,278019771,comedy,2000
347,Who Framed Roger Rabbit ,156452370,173351588,329803958,adventure,1988
347,Who Framed Roger Rabbit ,156452370,173351588,329803958,animation,1988
347,Who Framed Roger Rabbit ,156452370,173351588,329803958,comedy,1988
347,Who Framed Roger Rabbit ,156452370,173351588,329803958,crime,1988
347,Who Framed Roger Rabbit ,156452370,173351588,329803958,family,1988
347,Who Framed Roger Rabbit ,156452370,173351588,329803958,fantasy,1988
347,Who Framed Roger Rabbit ,156452370,173351588,329803958,mystery,1988
348,What Lies Beneath ,155464351,135956000,291420351,drama,2000
348,What Lies Beneath ,155464351,135956000,291420351,horror,2000
348,What Lies Beneath ,155464351,135956000,291420351,mystery,2000
348,What Lies Beneath ,155464351,135956000,291420351,thriller,2000
349,X-Men: Apocalypse ,155442489,388491616,543934105,action,2016
349,X-Men: Apocalypse ,155442489,388491616,543934105,adventure,2016
349,X-Men: Apocalypse ,155442489,388491616,543934105,scifi,2016
350,The Mummy ,155385488,260547918,415933406,action,1999
350,The Mummy ,155385488,260547918,415933406,adventure,1999
350,The Mummy ,155385488,260547918,415933406,fantasy,1999
351,Snow White and the Huntsman ,155332381,241260448,396592829,action,2012
351,Snow White and the Huntsman ,155332381,241260448,396592829,adventure,2012
351,Snow White and the Huntsman ,155332381,241260448,396592829,drama,2012
351,Snow White and the Huntsman ,155332381,241260448,396592829,fantasy,2012
352,San Andreas ,155190832,318818322,474009154,action,2015
352,San Andreas ,155190832,318818322,474009154,adventure,2015
352,San Andreas ,155190832,318818322,474009154,thriller,2015
353,Fast & Furious ,155064265,205302605,360366870,action,2009
353,Fast & Furious ,155064265,205302605,360366870,crime,2009
353,Fast & Furious ,155064265,205302605,360366870,thriller,2009
354,Over the Hedge ,155019340,184776550,339795890,adventure,2006
354,Over the Hedge ,155019340,184776550,339795890,animation,2006
354,Over the Hedge ,155019340,184776550,339795890,comedy,2006
354,Over the Hedge ,155019340,184776550,339795890,family,2006
355,Fantastic Four ,154696080,178839854,333535934,action,2005
355,Fantastic Four ,154696080,178839854,333535934,adventure,2005
355,Fantastic Four ,154696080,178839854,333535934,fantasy,2005
355,Fantastic Four ,154696080,178839854,333535934,scifi,2005
356,Horton Hears a Who! ,154529439,144043360,298572799,adventure,2008
356,Horton Hears a Who! ,154529439,144043360,298572799,animation,2008
356,Horton Hears a Who! ,154529439,144043360,298572799,comedy,2008
356,Horton Hears a Who! ,154529439,144043360,298572799,drama,2008
356,Horton Hears a Who! ,154529439,144043360,298572799,family,2008
356,Horton Hears a Who! ,154529439,144043360,298572799,fantasy,2008
356,Horton Hears a Who! ,154529439,144043360,298572799,music,2008
357,Mad Max: Fury Road ,154058340,221600410,375658750,action,2015
357,Mad Max: Fury Road ,154058340,221600410,375658750,adventure,2015
357,Mad Max: Fury Road ,154058340,221600410,375658750,scifi,2015
357,Mad Max: Fury Road ,154058340,221600410,375658750,thriller,2015
358,Jerry Maguire ,153952592,119600000,273552592,comedy,1996
358,Jerry Maguire ,153952592,119600000,273552592,drama,1996
358,Jerry Maguire ,153952592,119600000,273552592,romance,1996
358,Jerry Maguire ,153952592,119600000,273552592,sport,1996
359,Trolls ,153707064,193157822,346864886,adventure,2016
359,Trolls ,153707064,193157822,346864886,animation,2016
359,Trolls ,153707064,193157822,346864886,comedy,2016
359,Trolls ,153707064,193157822,346864886,family,2016
359,Trolls ,153707064,193157822,346864886,fantasy,2016
359,Trolls ,153707064,193157822,346864886,musical,2016
359,Trolls ,153707064,193157822,346864886,romance,2016
360,Scooby-Doo ,153294164,122356539,275650703,adventure,2002
360,Scooby-Doo ,153294164,122356539,275650703,comedy,2002
360,Scooby-Doo ,153294164,122356539,275650703,family,2002
360,Scooby-Doo ,153294164,122356539,275650703,fantasy,2002
360,Scooby-Doo ,153294164,122356539,275650703,mystery,2002
361,Cars 3 ,152901115,231029541,383930656,adventure,2017
361,Cars 3 ,152901115,231029541,383930656,animation,2017
361,Cars 3 ,152901115,231029541,383930656,comedy,2017
361,Cars 3 ,152901115,231029541,383930656,family,2017
361,Cars 3 ,152901115,231029541,383930656,sport,2017
362,Sex and the City ,152647258,266118261,418765519,comedy,2008
362,Sex and the City ,152647258,266118261,418765519,drama,2008
362,Sex and the City ,152647258,266118261,418765519,romance,2008
363,Runaway Bride ,152257509,157202783,309460292,comedy,1999
363,Runaway Bride ,152257509,157202783,309460292,romance,1999
364,La La Land ,151101803,297805062,448906865,comedy,2016
364,La La Land ,151101803,297805062,448906865,drama,2016
364,La La Land ,151101803,297805062,448906865,music,2016
364,La La Land ,151101803,297805062,448906865,musical,2016
364,La La Land ,151101803,297805062,448906865,romance,2016
365,Divergent ,150947895,137937923,288885818,action,2014
365,Divergent ,150947895,137937923,288885818,adventure,2014
365,Divergent ,150947895,137937923,288885818,mystery,2014
365,Divergent ,150947895,137937923,288885818,scifi,2014
366,We're the Millers ,150394119,119600000,269994119,comedy,2013
366,We're the Millers ,150394119,119600000,269994119,crime,2013
367,Terminator 3: Rise of the Machines ,150371112,283000000,433371112,action,2003
367,Terminator 3: Rise of the Machines ,150371112,283000000,433371112,scifi,2003
368,Daddy's Home ,150357137,92429000,242786137,comedy,2015
368,Daddy's Home ,150357137,92429000,242786137,family,2015
369,G.I. Joe: The Rise of Cobra ,150201498,152267519,302469017,action,2009
369,G.I. Joe: The Rise of Cobra ,150201498,152267519,302469017,adventure,2009
369,G.I. Joe: The Rise of Cobra ,150201498,152267519,302469017,scifi,2009
369,G.I. Joe: The Rise of Cobra ,150201498,152267519,302469017,thriller,2009
370,Neighbors ,150157400,120507734,270665134,comedy,2014
371,American Hustle ,150117807,101054000,251171807,crime,2013
371,American Hustle ,150117807,101054000,251171807,drama,2013
372,Puss in Boots ,149260504,405726973,554987477,adventure,2011
372,Puss in Boots ,149260504,405726973,554987477,animation,2011
372,Puss in Boots ,149260504,405726973,554987477,comedy,2011
372,Puss in Boots ,149260504,405726973,554987477,family,2011
372,Puss in Boots ,149260504,405726973,554987477,fantasy,2011
373,Sonic the Hedgehog ,148974665,170741018,319715683,action,2020
